# Mencia pasture succession bird captures 2005-2006 Dominican Republic,,,,,,,,,,,,,
2280,33710,YX-YB,CMWA,AHY,F,La Caoba,17-Jan-06,,,,,,x
2280,33751,XW-BR,CMWA,AHY,M,La Caoba,19-Dec-05,,,,,,x
,443,YR-XR,COYE,HY,M,La Caoba,14-Nov-05,,,,,,x
,445,WW-XW,COYE,HY,M,La Caoba,14-Nov-05,,,,,,x
,445,WW-XW,COYE,HY,M,La Caoba,14-Jan-06,,,,,,x
,454,YW-XR,COYE,HY,F,La Caoba,16-Nov-05,,,,,,x
,454,YW-XR,COYE,HY,F,La Caoba,15-Dec-05,,,,,,x
,456,XR-RW,COYE,SY,M,La Caoba,16-Nov-05,,,,,,x
,457,XR-RY,COYE,HY,M,La Caoba,16-Nov-05,,,,,,x
2430,14015,XB-YB,COYE,HY,F,La Caoba,15-Dec-05,,,,,,x
2430,14015,XB-YB,COYE,HY,F,La Caoba,16-Jan-06,,,,,,x
2430,14020,XW-WB,COYE,HY,M,La Caoba,16-Dec-05,,,,,,x
2430,14022,XR-WW,COYE,HY,F,La Caoba,17-Dec-05,,,,,,x
2430,14068,XW-WY,COYE,AHY,M,La Caoba,14-Jan-06,,,,,,x
2430,14073,RW-XR,COYE,AHY,F,La Caoba,15-Jan-06,,,,,,x
2430,14106,WR-XR,COYE,AHY,M,La Caoba,17-Feb-06,,,,,,x
2280,33260,XY-YR,COYE,SY,M,La Caoba,14-Nov-05,,,,,,x
2280,33266,RX-YY,COYE,SY,M,La Caoba,16-Dec-05,,,,,,x
2280,33275,XY-RY,COYE,SY,M,La Caoba,15-Jan-06,,,,,,x
2250,78588,WX-BW,COYE,ASY,F,La Caoba,14-Nov-05,,,,,,x
2250,78588,WX-BW,COYE,ASY,F,La Caoba,15-Dec-05,,,,,,x
2250,78588,WX-BW,COYE,ASY,F,La Caoba,14-Feb-06,,,,,,x
2250,78591,YX-BW,COYE,ASY,F,La Caoba,18-Dec-05,,,,,,x
2250,78591,YX-BW,COYE,ASY,F,La Caoba,17-Feb-06,,,,,,x
2250,78618,BX-RR,COYE,SY,M,La Caoba,19-Dec-05,,,,,,x
2250,78618,BX-RR,COYE,SY,M,La Caoba,16-Feb-06,,,,,,x
2250,78675,BX-BY,COYE,ASY,M,La Caoba,17-Dec-05,,,,,,x
2220,95903,XW-BW,COYE,AHY,F,La Caoba,15-Nov-05,,,,,,x
2220,95903,XW-BW,COYE,AHY,F,La Caoba,16-Feb-06,,,,,,x
2220,95935,XR-WY,COYE,AHY,M,La Caoba,17-Dec-05,,,,,,x
2220,95935,XR-WY,COYE,AHY,M,La Caoba,16-Jan-06,,,,,,x
2200,99698,RX-BR,COYE,AHY,F,La Caoba,14-Feb-06,,,,,,x
1791,50650,X-,GABU,AHY,F,La Caoba,16-Nov-05,,,,,,x
1791,50650,X-,GABU,AHY,F,La Caoba,16-Dec-05,,,,,,x
1791,50679,X-,GABU,SY,F,La Caoba,18-Nov-05,,,,,,x
1791,50704,X-,GABU,AHY,F,La Caoba,14-Feb-06,,,,,,x
1791,50705,X-,GABU,AHY,F,La Caoba,15-Nov-05,,,,,,x
1791,50716,X-,GABU,AHY,M,La Caoba,15-Jan-06,,,,,,x
1791,50716,X-,GABU,AHY,M,La Caoba,14-Feb-06,,,,,,x
1791,50721,X-,GABU,AHY,M,La Caoba,18-Feb-06,,,,,,x
1791,50723,X-,GABU,SY,M,La Caoba,16-Nov-05,,,,,,x
1791,50724,X-,GABU,AHY,F,La Caoba,16-Feb-06,,,,,,x
1791,50813,X-,GABU,HY,,La Caoba,16-Nov-05,,,,,,x
1791,50813,X-,GABU,HY,,La Caoba,15-Jan-06,,,,,,x
1791,50814,X-,GABU,HY,,La Caoba,16-Nov-05,,,,,,x
1791,50815,X-,GABU,HY,,La Caoba,17-Nov-05,,,,,,x
1791,50825,X-,GABU,HY,,La Caoba,15-Dec-05,,,,,,x
1791,50825,X-,GABU,HY,,La Caoba,15-Jan-06,,,,,,x
1791,50826,X-,GABU,HY,,La Caoba,16-Dec-05,,,,,,x
1791,50826,X-,GABU,HY,,La Caoba,18-Feb-06,,,,,,x
1791,50827,X-,GABU,HY,,La Caoba,16-Dec-05,,,,,,x
1791,50828,X-,GABU,AHY,M,La Caoba,16-Dec-05,,,,,,x
1791,50853,X-,GABU,HY,,La Caoba,15-Feb-06,,,,,,x
1791,50854,X-,GABU,HY,,La Caoba,16-Feb-06,,,,,,x
1791,50855,X-,GABU,HY,,La Caoba,17-Feb-06,,,,,,x
1791,50856,X-,GABU,HY,,La Caoba,17-Feb-06,,,,,,x
1791,50857,X-,GABU,HY,,La Caoba,17-Feb-06,,,,,,x
1791,50858,X-,GABU,AHY,M,La Caoba,17-Feb-06,,,,,,x
1791,50859,X-,GABU,HY,,La Caoba,17-Feb-06,,,,,,x
1791,50860,X-,GABU,HY,,La Caoba,18-Feb-06,,,,,,x
1781,50371,BX-BY,GRCA,AHY,,La Caoba,14-Nov-05,,,,,,x
1781,50386,BX-BR,GRCA,HY,,La Caoba,15-Jan-06,,,,,,x
3A,223,XY-YR,GRWA,AHY,,La Caoba,15-Nov-05,,,,,,x
3A,234,XY-BR,GRWA,AHY,,La Caoba,15-Nov-05,,,,,,x
3A,236,BY-RX,GRWA,AHY,,La Caoba,18-Jan-06,,,,,,x
3A,240,RY-RX,GRWA,AHY,,La Caoba,18-Feb-06,,,,,,x
3A,267,YB-XW,GRWA,HY,,La Caoba,14-Nov-05,,,,,,x
3A,271,WW-XY,GRWA,AHY,,La Caoba,16-Dec-05,,,,,,x
3A,272,RX-BR,GRWA,HY,,La Caoba,18-Dec-05,,,,,,x
3A,273,XR-RY,GRWA,HY,,La Caoba,19-Dec-05,,,,,,x
3A,278,XR-YW,GRWA,HY,,La Caoba,16-Jan-06,,,,,,x
3A,278,XR-YW,GRWA,HY,,La Caoba,18-Feb-06,,,,,,x
3A,279,XR-YR,GRWA,AHY,,La Caoba,18-Jan-06,,,,,,x
3A,284,BX-RY,GRWA,HY,,La Caoba,15-Feb-06,,,,,,x
3A,285,RR-BX,GRWA,AHY,,La Caoba,15-Feb-06,,,,,,x
3A,286,RY-XY,GRWA,HY,,La Caoba,16-Feb-06,,,,,,x
3A,287,RW-XR,GRWA,AHY,,La Caoba,17-Feb-06,,,,,,x
3A,288,RB-XR,GRWA,AHY,,La Caoba,18-Feb-06,,,,,,x
8A,46,X-,HLCU,AHY,,La Caoba,18-Dec-05,,,,,,x
1771,12083,YY-XW,INBU,AHY,M,La Caoba,17-Feb-06,,,,,,x
1202,29702,X-,MACU,AHY,,La Caoba,16-Dec-05,,,,,,x
1202,29702,X-,MACU,AHY,,La Caoba,15-Feb-06,,,,,,x
1781,50345,X-,NOMO,SY,,La Caoba,16-Nov-05,,,,,,x
1781,50370,X-,NOMO,HY,,La Caoba,14-Nov-05,,,,,,x
1781,50370,X-,NOMO,HY,,La Caoba,15-Dec-05,,,,,,x
1781,50372,X-,NOMO,AHY,,La Caoba,16-Nov-05,,,,,,x
1781,50376,X-,NOMO,HY,,La Caoba,16-Dec-05,,,,,,x
1781,50378,X-,NOMO,AHY,,La Caoba,16-Dec-05,,,,,,x
1781,50379,X-,NOMO,AHY,,La Caoba,17-Dec-05,,,,,,x
1781,50380,X-,NOMO,HY,,La Caoba,17-Dec-05,,,,,,x
1781,50381,X-,NOMO,AHY,,La Caoba,18-Dec-05,,,,,,x
1781,50385,X-,NOMO,HY,,La Caoba,14-Jan-06,,,,,,x
1781,50387,X-,NOMO,AHY,,La Caoba,17-Jan-06,,,,,,x
1781,50389,X-,NOMO,AHY,,La Caoba,15-Feb-06,,,,,,x
1781,50390,X-,NOMO,AHY,,La Caoba,17-Feb-06,,,,,,x
1781,50391,X-,NOMO,AHY,,La Caoba,18-Feb-06,,,,,,x
1771,12072,XB-WW,OVEN,AHY,,La Caoba,14-Jan-06,,,,,,x
1771,12074,BW-XB,OVEN,HY,,La Caoba,17-Jan-06,,,,,,x
1771,12082,WR-XB,OVEN,AHY,,La Caoba,17-Feb-06,,,,,,x
1771,12176,YB-XB,OVEN,AHY,,La Caoba,18-Nov-05,,,,,,x
1771,12176,YB-XB,OVEN,AHY,,La Caoba,18-Dec-05,,,,,,x
1771,12176,YB-XB,OVEN,AHY,,La Caoba,17-Feb-06,,,,,,x
1771,12179,XR-YW,OVEN,AHY,,La Caoba,18-Nov-05,,,,,,x
1771,12269,RR-XW,OVEN,HY,,La Caoba,14-Nov-05,,,,,,x
1771,12269,RR-XW,OVEN,HY,,La Caoba,17-Dec-05,,,,,,x
1771,12269,RR-XW,OVEN,HY,,La Caoba,15-Jan-06,,,,,,x
1771,12270,YB-XY,OVEN,HY,,La Caoba,15-Nov-05,,,,,,x
1771,12271,YY-XW,OVEN,HY,,La Caoba,16-Nov-05,,,,,,x
1771,12272,BR-XW,OVEN,HY,,La Caoba,17-Nov-05,,,,,,x
1771,12272,BR-XW,OVEN,HY,,La Caoba,17-Feb-06,,,,,,x
1771,12273,WB-XW,OVEN,HY,,La Caoba,17-Nov-05,,,,,,x
1771,12273,WB-XW,OVEN,HY,,La Caoba,18-Dec-05,,,,,,x
1771,12274,WW-XW,OVEN,AHY,,La Caoba,17-Nov-05,,,,,,x
1771,12293,RX-WB,OVEN,HY,,La Caoba,16-Dec-05,,,,,,x
1771,12293,RX-WB,OVEN,HY,,La Caoba,14-Feb-06,,,,,,x
1771,12294,YW-XW,OVEN,AHY,,La Caoba,17-Dec-05,,,,,,x
4A,374,X-,PALM,AHY,,La Caoba,17-Feb-06,,,,,,x
2430,14031,XB-RR,PAWA,HY,,La Caoba,18-Dec-05,,,,,,x
2240,21871,RY-XY,PRAW,HY,M,La Caoba,16-Dec-05,,,,,,x
2240,21887,RB-XR,PRAW,HY,,La Caoba,15-Nov-05,,,,,,x
2240,21889,XB-WW,PRAW,HY,,La Caoba,17-Nov-05,,,,,,x
2240,21902,YX-BY,PRAW,HY,M,La Caoba,16-Dec-05,,,,,,x
2240,21902,YX-BY,PRAW,HY,M,La Caoba,16-Jan-06,,,,,,x
2240,21909,XR-WB,PRAW,AHY,M,La Caoba,14-Jan-06,,,,,,x
2240,21918,YW-XR,PRAW,AHY,F,La Caoba,18-Feb-06,,,,,,x
1202,29701,X-,RLTH,AHY,,La Caoba,15-Dec-05,,,,,,x
1202,29703,X-,RLTH,AHY,,La Caoba,18-Dec-05,,,,,,x
1202,29704,X-,RLTH,AHY,,La Caoba,17-Jan-06,,,,,,x
6A,17,X-,RUQD,HY,,La Caoba,17-Jan-05,,,,,,x
6A,20,X-,RUQD,AHY,,La Caoba,18-Feb-06,,,,,,x
6A,18,X-,SBAN,HY,,La Caoba,15-Jan-06,,,,,,x
1791,50829,RY-XR,STOF,,,La Caoba,17-Dec-05,,,,,,x
1791,50840,BX-YB,STOF,,,La Caoba,18-Jan-06,,,,,,x
,427,X-,YFGR,AHY,M,La Caoba,16-Feb-06,,,,,,x
,442,X-,YFGR,HY,M,La Caoba,14-Nov-05,,,,,,x
,444,X-,YFGR,HY,,La Caoba,14-Nov-05,,,,,,x
,447,X-,YFGR,HY,,La Caoba,14-Nov-05,,,,,,x
,448,X-,YFGR,HY,,La Caoba,14-Nov-05,,,,,,x
,449,X-,YFGR,AHY,M,La Caoba,15-Nov-05,,,,,,x
,491,X-,YFGR,HY,M,La Caoba,17-Dec-05,,,,,,x
2430,14014,X-,YFGR,AHY,M,La Caoba,15-Dec-05,,,,,,x
2430,14025,X-,YFGR,HY,F,La Caoba,17-Dec-05,,,,,,x
2430,14025,X-,YFGR,HY,F,La Caoba,18-Feb-06,,,,,,x
2430,14027,X-,YFGR,AHY,M,La Caoba,17-Dec-05,,,,,,x
2430,14032,X-,YFGR,HY,,La Caoba,18-Dec-05,,,,,,x
2430,14107,X-,YFGR,AHY,F,La Caoba,17-Feb-06,,,,,,x
2430,14108,X-,YFGR,AHY,M,La Caoba,17-Feb-06,,,,,,x
2430,14109,X-,YFGR,AHY,M,La Caoba,17-Feb-06,,,,,,x
2430,14111,X-,YFGR,AHY,M,La Caoba,17-Feb-06,,,,,,x
2430,14113,X-,YFGR,HY,M,La Caoba,17-Feb-06,,,,,,x
2280,33684,X-,YFGR,AHY,M,La Caoba,17-Feb-06,,,,,,x
,,,,,,,,,,,,,
,,,,,,,,,,,,,
2240,21546,XR-RR,AMRE,SY,F,La Cueva,13-Dec-05,,,,,,x
2240,21822,RR-XR,AMRE,AHY,F,La Cueva,12-Dec-05,,,,,,x
2240,21870,RY-XY,AMRE,HY,F,La Cueva,10-Nov-05,,,,,,x
2240,21870,RY-XY,AMRE,HY,F,La Cueva,14-Dec-05,,,,,,x
2240,21874,RB-XR,AMRE,HY,F,La Cueva,11-Nov-05,,,,,,x
2240,21876,WR-XW,AMRE,AHY,M,La Cueva,11-Nov-05,,,,,,x
2240,21879,XW-WY,AMRE,HY,F,La Cueva,12-Nov-05,,,,,,x
2240,21883,WW-XW,AMRE,HY,F,La Cueva,12-Nov-05,,,,,,x
,418,X-,BANA,HY,,La Cueva,10-Nov-05,,,,,,x
,419,X-,BANA,AHY,,La Cueva,10-Nov-05,,,,,,x
,420,X-,BANA,HY,,La Cueva,10-Nov-05,,,,,,x
,424,X-,BANA,HY,,La Cueva,11-Nov-05,,,,,,x
,429,X-,BANA,HY,,La Cueva,12-Nov-05,,,,,,x
,429,X-,BANA,HY,,La Cueva,11-Dec-05,,,,,,x
,434,X-,BANA,HY,,La Cueva,13-Nov-05,,,,,,x
,435,X-,BANA,HY,,La Cueva,13-Nov-05,,,,,,x
,440,X-,BANA,AHY,,La Cueva,14-Nov-05,,,,,,x
,475,X-,BANA,HY,,La Cueva,12-Dec-05,,,,,,x
,487,X-,BANA,HY,,La Cueva,11-Dec-05,,,,,,x
,492,X-,BANA,HY,,La Cueva,11-Dec-05,,,,,,x
,493,X-,BANA,AHY,,La Cueva,11-Dec-05,,,,,,x
,495,X-,BANA,AHY,,La Cueva,12-Dec-05,,,,,,x
,496,X-,BANA,AHY,,La Cueva,12-Dec-05,,,,,,x
,498,X-,BANA,HY,,La Cueva,13-Dec-05,,,,,,x
,499,X-,BANA,HY,,La Cueva,13-Dec-05,,,,,,x
2430,14001,X-,BANA,HY,,La Cueva,13-Dec-05,,,,,,x
2430,14052,X-,BANA,AHY,,La Cueva,10-Jan-06,,,,,,x
2430,14062,X-,BANA,AHY,,La Cueva,12-Jan-06,,,,,,x
2430,14064,X-,BANA,AHY,,La Cueva,13-Jan-06,,,,,,x
2430,14089,X-,BANA,HY,,La Cueva,11-Feb-06,,,,,,x
2430,14091,X-,BANA,HY,,La Cueva,11-Feb-06,,,,,,x
2430,14093,X-,BANA,AHY,,La Cueva,12-Feb-06,,,,,,x
2430,14095,X-,BANA,AHY,,La Cueva,12-Feb-06,,,,,,x
2430,14096,X-,BANA,AHY,,La Cueva,12-Feb-06,,,,,,x
2280,33605,X-,BANA,AHY,,La Cueva,10-Feb-06,,,,,,x
2280,33641,X-,BANA,SY,,La Cueva,11-Dec-05,,,,,,x
,423,YX-WY,BAWW,AHY,M,La Cueva,11-Nov-05,,,,,,x
2430,14010,YX-WR,BAWW,HY,F,La Cueva,15-Dec-05,,,,,,x
4A,206,XB-WR,BCPT,ASY,,La Cueva,13-Dec-05,,,,,,x
4A,266,BR-BX,BCPT,SY,,La Cueva,13-Jan-06,,,,,,x
4A,266,BR-BX,BCPT,SY,,La Cueva,12-Feb-06,,,,,,x
4A,339,YW-XY,BCPT,HY,,La Cueva,10-Nov-05,,,,,,x
4A,339,YW-XY,BCPT,HY,,La Cueva,10-Jan-06,,,,,,x
4A,340,XW-WB,BCPT,HY,,La Cueva,11-Nov-05,,,,,,x
4A,340,XW-WB,BCPT,HY,,La Cueva,13-Dec-05,,,,,,x
4A,341,YB-XY,BCPT,HY,,La Cueva,11-Nov-05,,,,,,x
4A,342,WR-XY,BCPT,HY,,La Cueva,13-Nov-05,,,,,,x
4A,342,WR-XY,BCPT,HY,,La Cueva,12-Dec-05,,,,,,x
4A,343,XY-WY,BCPT,HY,,La Cueva,14-Nov-05,,,,,,x
4A,346,WY-XY,BCPT,HY,,La Cueva,11-Dec-05,,,,,,x
4A,362,WW-XB,BCPT,HY,,La Cueva,11-Dec-05,,,,,,x
4A,363,WW-RX,BCPT,AHY,,La Cueva,12-Dec-05,,,,,,x
2240,21872,X-,BFGR,AHY,F,La Cueva,10-Nov-05,,,,,,x
2240,21875,X-,BFGR,AHY,M,La Cueva,11-Nov-05,,,,,,x
2240,21877,X-,BFGR,HY,F,La Cueva,11-Nov-05,,,,,,x
2240,21878,X-,BFGR,HY,F,La Cueva,11-Nov-05,,,,,,x
2240,21881,X-,BFGR,HY,F,La Cueva,12-Nov-05,,,,,,x
2240,21882,X-,BFGR,HY,F,La Cueva,12-Nov-05,,,,,,x
2240,21884,X-,BFGR,HY,F,La Cueva,13-Nov-05,,,,,,x
2240,21899,X-,BFGR,AHY,F,La Cueva,14-Dec-05,,,,,,x
2240,21907,X-,BFGR,AHY,F,La Cueva,12-Jan-06,,,,,,x
2240,21912,X-,BFGR,HY,M,La Cueva,12-Feb-06,,,,,,x
2240,21913,X-,BFGR,HY,F,La Cueva,13-Feb-06,,,,,,x
,422,WW-XW,BTBW,HY,M,La Cueva,11-Nov-05,,,,,,x
,433,RR-XY,BTBW,HY,F,La Cueva,12-Nov-05,,,,,,x
,441,RB-XR,BTBW,AHY,M,La Cueva,14-Nov-05,,,,,,x
2430,14009,XB-RB,BTBW,HY,M,La Cueva,14-Dec-05,,,,,,x
2430,14053,XB-WB,BTBW,AHY,M,La Cueva,10-Jan-06,,,,,,x
2430,14063,BX-RR,BTBW,HY,M,La Cueva,12-Jan-06,,,,,,x
2430,14097,WR-XY,BTBW,AHY,F,La Cueva,12-Feb-06,,,,,,x
1771,12080,X-,BWVI,AHY,,La Cueva,12-Feb-06,,,,,,x
1771,12267,X-,BWVI,AHY,,La Cueva,13-Nov-05,,,,,,x
,431,YR-YX,CMWA,AHY,M,La Cueva,12-Nov-05,,,,,,x
,438,WR-XW,CMWA,HY,M,La Cueva,14-Nov-05,,,,,,x
,439,YB-XW,CMWA,AHY,M,La Cueva,14-Nov-05,,,,,,x
,439,YB-XW,CMWA,AHY,M,La Cueva,13-Jan-06,,,,,,x
,500,RR-WX,CMWA,HY,F,La Cueva,13-Dec-05,,,,,,x
,500,RR-WX,CMWA,HY,F,La Cueva,12-Jan-06,,,,,,x
2430,14008,YX-RW,CMWA,HY,F,La Cueva,14-Dec-05,,,,,,x
2430,14029,WB-BX,CMWA,AHY,M,La Cueva,10-Feb-06,,,,,,x
2430,14051,BX-WR,CMWA,HY,M,La Cueva,10-Jan-06,,,,,,x
2430,14057,WX-YR,CMWA,HY,F,La Cueva,12-Jan-06,,,,,,x
2430,14058,WW-BX,CMWA,AHY,M,La Cueva,12-Jan-06,,,,,,x
2430,14058,WW-BX,CMWA,AHY,M,La Cueva,12-Feb-06,,,,,,x
2430,14065,WY-BX,CMWA,HY,F,La Cueva,13-Jan-06,,,,,,x
,497,YB-XR,COYE,HY,M,La Cueva,13-Dec-05,,,,,,x
2430,14006,YB-XW,COYE,HY,F,La Cueva,14-Dec-05,,,,,,x
2430,14007,XR-RR,COYE,HY,M,La Cueva,14-Dec-05,,,,,,x
2430,14060,BR-BX,COYE,AHY,F,La Cueva,12-Jan-06,,,,,,x
2250,78576,WX-BR,COYE,SY,M,La Cueva,12-Dec-05,,,,,,x
2250,78675,BX-BY,COYE,ASY,M,La Cueva,13-Jan-06,,,,,,x
2250,78675,BX-BY,COYE,ASY,M,La Cueva,14-Jan-06,,,,,,x
1791,50605,X-,GABU,ASY,M,La Cueva,11-Nov-05,,,,,,x
1791,50651,X-,GABU,SY,M,La Cueva,12-Nov-05,,,,,,x
1791,50669,X-,GABU,SY,F,La Cueva,10-Nov-05,,,,,,x
1791,50669,X-,GABU,SY,F,La Cueva,14-Dec-05,,,,,,x
1791,50669,X-,GABU,SY,F,La Cueva,12-Jan-06,,,,,,x
1791,50705,X-,GABU,AHY,F,La Cueva,13-Feb-06,,,,,,x
1791,50725,X-,GABU,AHY,M,La Cueva,14-Dec-05,,,,,,x
1791,50779,X-,GABU,AHY,M,La Cueva,12-Jan-06,,,,,,x
1791,50781,X-,GABU,SY,M,La Cueva,14-Dec-05,,,,,,x
1791,50804,X-,GABU,HY,,La Cueva,11-Nov-05,,,,,,x
1791,50805,X-,GABU,HY,,La Cueva,11-Nov-05,,,,,,x
1791,50805,X-,GABU,HY,M,La Cueva,15-Dec-05,,,,,,x
1791,50806,X-,GABU,HY,,La Cueva,12-Nov-05,,,,,,x
1791,50806,X-,GABU,HY,,La Cueva,15-Dec-05,,,,,,x
1791,50807,X-,GABU,HY,,La Cueva,12-Nov-05,,,,,,x
1791,50807,X-,GABU,HY,M,La Cueva,14-Dec-05,,,,,,x
1791,50807,X-,GABU,HY,,La Cueva,13-Jan-06,,,,,,x
1791,50808,X-,GABU,AHY,M,La Cueva,13-Nov-05,,,,,,x
1791,50809,X-,GABU,HY,,La Cueva,13-Nov-05,,,,,,x
1791,50810,X-,GABU,HY,,La Cueva,13-Nov-05,,,,,,x
1791,50811,X-,GABU,HY,,La Cueva,13-Nov-05,,,,,,x
